init,optimizer,run,normalized_final_score
MBL,COBYLA,25,0.9684042039023022
MBL,COBYLA,26,0.9728561799625379
MBL,COBYLA,27,0.9551996679986137
MBL,COBYLA,28,0.9670360661197092
MBL,COBYLA,29,0.9869173399540196
MBL,COBYLA,31,0.9884234998555832
MBL,COBYLA,30,0.9857011004366009
MBL,COBYLA,33,0.9661886493505116
MBL,COBYLA,34,0.9281160110789176
MBL,COBYLA,35,0.9511045433137866
MBL,COBYLA,32,0.966025969514182
MBL,COBYLA,36,0.9638360540863674
MBL,COBYLA,37,0.9732233924804181
MBL,COBYLA,38,0.9695155599300178
MBL,COBYLA,39,0.9060617042865744
MBL,COBYLA,40,0.9566631343944809
MBL,COBYLA,41,0.9989940934212062
MBL,COBYLA,43,0.9011793175122101
MBL,COBYLA,42,0.9907035531702412
MBL,COBYLA,44,0.9987967291980546
MBL,COBYLA,45,0.9732046129063262
MBL,COBYLA,47,0.9832617768958819
MBL,COBYLA,46,0.9936718782087773
MBL,COBYLA,48,0.9520186093373681
MBL,COBYLA,49,0.9692120370522217
MBL,COBYLA,50,0.9484716111564669
MBL,COBYLA,51,0.9333177689968506
MBL,COBYLA,52,0.9736653067681582
MBL,COBYLA,53,0.9267730591192557
MBL,COBYLA,56,0.9139379405337514
MBL,COBYLA,54,0.9772623202199281
MBL,COBYLA,57,0.9183767969348653
MBL,COBYLA,58,0.9982377932924664
MBL,COBYLA,59,0.9490156332809849
MBL,COBYLA,55,0.9992410170256136
MBL,COBYLA,60,0.9428337206914206
MBL,COBYLA,61,0.991109772887907
MBL,COBYLA,62,0.9333499102298569
MBL,COBYLA,63,0.985309511259545
MBL,COBYLA,64,0.9815241140331842
MBL,COBYLA,65,0.9145224327840135
MBL,COBYLA,66,0.9927034180349853
MBL,COBYLA,67,0.9228770400090217
MBL,COBYLA,68,0.992750370869363
MBL,COBYLA,69,0.9208250532364513
MBL,COBYLA,70,0.9603966455289433
MBL,COBYLA,71,0.9726205098864642
MBL,COBYLA,72,0.94982522707264
MBL,COBYLA,73,0.9876618390655623
MBL,COBYLA,74,0.9984619747550854
MBL,COBYLA,76,0.9297644698326759
MBL,COBYLA,75,0.9974590241337351
MBL,COBYLA,78,0.9361575429291771
MBL,COBYLA,77,0.9143177634764198
MBL,COBYLA,80,0.9697805957474519
MBL,COBYLA,79,0.9165642431003572
MBL,COBYLA,81,0.9988955277604076
MBL,COBYLA,82,0.9774167685903681
MBL,COBYLA,83,0.9514231303528091
MBL,COBYLA,84,0.9826994517423785
MBL,COBYLA,85,0.9383201735363437
MBL,COBYLA,86,0.9587568688087752
MBL,COBYLA,87,0.9552181334054557
MBL,COBYLA,89,0.9790914222603265
MBL,COBYLA,88,0.9795456416313756
MBL,COBYLA,90,0.9458915727826901
MBL,COBYLA,91,0.9256438190201057
MBL,COBYLA,93,0.9898809768000443
MBL,COBYLA,92,0.9753603754809872
MBL,COBYLA,94,0.9379159141537351
MBL,COBYLA,95,0.9988629594764484
MBL,COBYLA,96,0.979977762315208
MBL,COBYLA,97,0.9985071480537454
MBL,COBYLA,98,0.9881846380060758
MBL,COBYLA,99,0.9993968366493864
MBL,Powell,1,0.9999946973674723
MBL,Powell,5,0.999984520408724
MBL,Powell,13,0.9999698834380041
MBL,Powell,10,0.9999972676001042
MBL,Powell,15,0.9999894267667331
MBL,Powell,2,0.9999917526279091
MBL,Powell,3,0.9999940992117338
MBL,Powell,4,0.9999902479939301
MBL,Powell,18,0.9999963816762942
MBL,Powell,9,0.9999959190507054
MBL,Powell,8,0.9999978898155862
MBL,Powell,14,0.9999830658483497
MBL,Powell,6,0.9999935573909682
MBL,Powell,11,0.9999972965065891
MBL,Powell,12,0.999996858277957
MBL,Powell,17,0.9999977066250434
MBL,Powell,19,0.999993860642294
MBL,Powell,7,0.9999978960275281
MBL,Powell,22,0.9999940186746519
MBL,Powell,16,0.9999886551970901
MBL,Powell,0,0.9999884430143239
MBL,Powell,25,0.9999951624283536
MBL,Powell,21,0.9999955039540688
MBL,Powell,23,0.9999930634959229
MBL,Powell,28,0.9999863634533804
MBL,Powell,24,0.9999988217637188
MBL,Powell,27,0.9999951692937629
MBL,Powell,20,0.9999934964794832
MBL,Powell,33,0.9999983552796061
MBL,Powell,26,0.9999881209669763
MBL,Powell,30,0.9999963337253579
MBL,Powell,34,0.9999935163656996
MBL,Powell,36,0.9999891523317181
MBL,Powell,41,0.9999972973982206
MBL,Powell,40,0.999990164678495
MBL,Powell,37,0.9999973227874348
MBL,Powell,42,0.9999982326524657
MBL,Powell,32,0.9999861890451505
MBL,Powell,35,0.9999815906766706
MBL,Powell,39,0.9999914277663166
MBL,Powell,45,0.9999887610595104
MBL,Powell,31,0.9999782717173253
MBL,Powell,38,0.9999874394550469
MBL,Powell,29,0.9999950689740645
MBL,Powell,43,0.9999943751393514
MBL,Powell,47,0.9999941379617889
MBL,Powell,49,0.9999856504109289
MBL,Powell,48,0.9999863126330679
MBL,Powell,46,0.9999986270109017
MBL,Powell,57,0.9999976694073003
MBL,Powell,58,0.9999959314970495
MBL,Powell,51,0.9999925511975407
MBL,Powell,59,0.9999879390846038
MBL,Powell,54,0.9999913581765767
MBL,Powell,52,0.9999886305172697
MBL,Powell,60,0.9999957750066895
MBL,Powell,53,0.9999922714021487
MBL,Powell,55,0.999988155435391
MBL,Powell,63,0.9999951982697834
MBL,Powell,50,0.9999892229947017
MBL,Powell,56,0.9999990116165429
MBL,Powell,62,0.9999734954569128
MBL,Powell,61,0.9999949395948258
MBL,Powell,44,0.9999793300846774
MBL,Powell,65,0.9999917474497374
MBL,Powell,69,0.9999941749274961
MBL,Powell,66,0.9999774346902516
MBL,Powell,70,0.999991872196086
MBL,Powell,64,0.9999956518928508
MBL,Powell,72,0.999996971164754
MBL,Powell,74,0.9999963541059923
MBL,Powell,67,0.999987773514249
MBL,Powell,71,0.999989936259919
MBL,Powell,79,0.9999917747932241
MBL,Powell,68,0.9999953169965833
MBL,Powell,73,0.9999953165248698
MBL,Powell,77,0.9999927160082874
MBL,Powell,82,0.9999968346568505
MBL,Powell,80,0.999997368544191
MBL,Powell,75,0.9999967910625769
MBL,Powell,81,0.9999950709223723
MBL,Powell,85,0.999980424429606
MBL,Powell,86,0.9999962043631897
MBL,Powell,83,0.9999939708151175
MBL,Powell,87,0.9999924938604694
MBL,Powell,76,0.9999937138338896
MBL,SPSA,0,0.7031725179877815
MBL,SPSA,1,0.6977449063607706
MBL,SPSA,6,0.6664180156214439
MBL,SPSA,2,0.6888176206874884
MBL,SPSA,3,0.7371960447191168
MBL,Powell,78,0.9999939578445359
MBL,SPSA,10,0.5132863796354936
MBL,Powell,88,0.9999803980243055
MBL,Powell,92,0.9999930817822382
MBL,Powell,84,0.9999948775559118
MBL,SPSA,4,0.6685661330469281
MBL,Powell,89,0.9999946801825406
MBL,Powell,90,0.9999962532711795
MBL,SPSA,5,0.7017164290372688
MBL,SPSA,16,0.7080266808039151
MBL,SPSA,7,0.705034912661982
MBL,SPSA,8,0.6811218323304408
MBL,SPSA,9,0.6982870188796789
MBL,Powell,95,0.999988863428841
MBL,SPSA,22,0.6872729359654929
MBL,SPSA,11,0.6787812451952726
MBL,SPSA,13,0.7038264282421622
MBL,SPSA,12,0.7058178134818124
MBL,Powell,97,0.999993273115528
MBL,SPSA,14,0.7032072982801438
MBL,SPSA,15,0.70005893374458
MBL,SPSA,17,0.6993601307391967
MBL,SPSA,18,0.7092143033650722
MBL,SPSA,19,0.6778114335786383
MBL,SPSA,34,0.6900530960335777
MBL,SPSA,20,0.6756862673341844
MBL,SPSA,21,0.6814659400648561
MBL,SPSA,23,0.7013546013888188
MBL,SPSA,26,0.6820797452078302
MBL,SPSA,27,0.6912844597967842
MBL,SPSA,25,0.717138024754495
MBL,SPSA,28,0.681595393833338
MBL,SPSA,29,0.7049109518701946
MBL,SPSA,30,0.7089701665788144
MBL,SPSA,31,0.7162893325516118
MBL,SPSA,39,0.6933964617127174
MBL,SPSA,24,0.7325544254912855
MBL,SPSA,40,0.6866331429109354
MBL,SPSA,32,0.7192162634754546
MBL,SPSA,35,0.6869459855840288
MBL,Powell,91,0.9999942547044782
MBL,SPSA,33,0.6685257335860859
MBL,Powell,99,0.9999977596016155
MBL,Powell,96,0.9999896059616306
MBL,SPSA,36,0.7034751585299457
MBL,SPSA,37,0.703391929685482
MBL,Powell,93,0.9999973824625826
MBL,SPSA,38,0.710019263168385
MBL,SPSA,41,0.7008773944289209
MBL,SPSA,56,0.6939351288831483
MBL,SPSA,42,0.7296381330070271
MBL,SPSA,43,0.6930199099883896
MBL,Powell,98,0.9999906979233365
MBL,SPSA,44,0.701245235442449
MBL,SPSA,45,0.6831677457820947
MBL,SPSA,46,0.706725241103038
MBL,SPSA,60,0.647685639645129
MBL,SPSA,48,0.6952148240165599
MBL,SPSA,47,0.6726139633718281
MBL,SPSA,62,0.7641273348521003
MBL,Powell,94,0.9999941142265707
MBL,SPSA,51,0.7015104948921138
MBL,SPSA,50,0.687396922171175
MBL,SPSA,49,0.7072700768475507
MBL,SPSA,52,0.6983750279126133
MBL,SPSA,59,0.6879589904873122
MBL,SPSA,53,0.6891971738618403
MBL,SPSA,77,0.10941972718750663
MBL,SPSA,54,0.7102084015962702
MBL,SPSA,63,0.7047460691530483
MBL,SPSA,55,0.7272065592569229
MBL,SPSA,66,0.7193184435029785
MBL,SPSA,57,0.689015656004449
MBL,SPSA,58,0.7174487853916007
MBL,SPSA,61,0.6900437077583714
MBL,SPSA,64,0.7137881403863717
MBL,SPSA,65,0.7168860957469756
MBL,SPSA,67,0.7044844211850455
MBL,SPSA,68,0.690029046627574
MBL,SPSA,70,0.6865447323518424
MBL,SPSA,74,0.696221899267304
MBL,SPSA,69,0.7188309122238841
MBL,SPSA,71,0.7099676998987786
MBL,SPSA,72,0.6838483366715646
MBL,SPSA,73,0.7053191095583355
MBL,SPSA,86,0.7054090555891689
MBL,SPSA,82,0.685355384763325
MBL,SPSA,79,0.6766227074571517
MBL,SPSA,75,0.7151155629743838
MBL,SPSA,76,0.6978829452326469
MBL,SPSA,78,0.6811156524003978
MBL,SPSA,80,0.6641595381032833
MBL,SPSA,81,0.7074931039633038
MBL,SPSA,83,0.7319757075893542
Xavier-normal,COBYLA,0,0.9278762229796433
Xavier-normal,COBYLA,1,0.9648378764210925
MBL,SPSA,84,0.6900297450815085
MBL,SPSA,85,0.6883438315363751
MBL,SPSA,87,0.681563649390303
MBL,SPSA,88,0.6856196944836731
MBL,SPSA,89,0.6877620505587746
Xavier-normal,COBYLA,2,0.9707327730870169
Xavier-normal,COBYLA,3,0.9749425583874543
MBL,SPSA,90,0.7168365798083841
MBL,SPSA,91,0.7314693047861418
Xavier-normal,COBYLA,4,0.9592223286159043
Xavier-normal,COBYLA,5,0.9673737757755392
MBL,SPSA,93,0.699139273966999
Xavier-normal,COBYLA,6,0.9523934734155209
MBL,SPSA,94,0.6940998850103002
MBL,SPSA,95,0.7254485951675508
MBL,SPSA,96,0.7402577822857004
Xavier-normal,COBYLA,7,0.9273141312573701
Xavier-normal,COBYLA,8,0.9616682978087273
Xavier-normal,COBYLA,9,0.9728614317924579
MBL,SPSA,97,0.6970231362340423
MBL,SPSA,98,0.7123259366010319
MBL,SPSA,92,0.6987405012585857
MBL,SPSA,99,0.6792825454282708
Xavier-normal,COBYLA,10,0.968911299101942
Xavier-normal,COBYLA,11,0.9612472430507716
Xavier-normal,COBYLA,12,0.9732837626410505
Xavier-normal,COBYLA,13,0.9732020700091485
Xavier-normal,COBYLA,14,0.9844240811222413
Xavier-normal,COBYLA,15,0.9625395755000209
Xavier-normal,COBYLA,16,0.9449127922850221
Xavier-normal,COBYLA,17,0.9801084434189028
Xavier-normal,COBYLA,18,0.9738190645415368
Xavier-normal,COBYLA,19,0.9791586864292272
Xavier-normal,COBYLA,20,0.9797010728743243
Xavier-normal,COBYLA,22,0.9765966532484851
Xavier-normal,COBYLA,21,0.9656414768023666
Xavier-normal,COBYLA,23,0.9663121325923645
Xavier-normal,COBYLA,24,0.972752648796363
Xavier-normal,COBYLA,25,0.97672305213629
Xavier-normal,COBYLA,26,0.9522766327898553
Xavier-normal,COBYLA,27,0.9835585456191952
Xavier-normal,COBYLA,29,0.9587588433158983
Xavier-normal,COBYLA,30,0.9444462891587204
Xavier-normal,COBYLA,28,0.9698091713333928
Xavier-normal,COBYLA,31,0.9641945590780541
Xavier-normal,COBYLA,32,0.9693638394631526
Xavier-normal,COBYLA,33,0.9767396108303802
Xavier-normal,COBYLA,34,0.9902067232450185
Xavier-normal,COBYLA,35,0.9710183388968175
Xavier-normal,COBYLA,36,0.9512332495133345
Xavier-normal,COBYLA,37,0.9608632553286315
Xavier-normal,COBYLA,38,0.9651307609897675
Xavier-normal,COBYLA,39,0.9828880754665781
Xavier-normal,COBYLA,40,0.9801779451889125
Xavier-normal,COBYLA,41,0.9422756664927394
Xavier-normal,COBYLA,42,0.9302414385387736
Xavier-normal,COBYLA,45,0.9455035782744254
Xavier-normal,COBYLA,44,0.9587916016198051
Xavier-normal,COBYLA,43,0.9520448491041351
Xavier-normal,COBYLA,46,0.972561556988855
Xavier-normal,COBYLA,47,0.9498674131612602
Xavier-normal,COBYLA,49,0.9534055764775184
Xavier-normal,COBYLA,48,0.9768718519502823
Xavier-normal,COBYLA,51,0.9680524663875365
Xavier-normal,COBYLA,52,0.973178800216062
Xavier-normal,COBYLA,50,0.9621003393372529
Xavier-normal,COBYLA,53,0.9771890831313369
Xavier-normal,COBYLA,54,0.9627439968580248
Xavier-normal,COBYLA,55,0.9786127183641421
Xavier-normal,COBYLA,56,0.9845119704170935
Xavier-normal,COBYLA,57,0.9715904027967617
Xavier-normal,COBYLA,59,0.9454436043369687
Xavier-normal,COBYLA,58,0.9596385595095914
Xavier-normal,COBYLA,61,0.9721646971396047
Xavier-normal,COBYLA,60,0.9103470905455017
Xavier-normal,COBYLA,62,0.9653709300252398
Xavier-normal,COBYLA,63,0.9554204387991538
Xavier-normal,COBYLA,64,0.9781446805781385
Xavier-normal,COBYLA,65,0.9569719130464038
Xavier-normal,COBYLA,66,0.9745296691635489
Xavier-normal,COBYLA,67,0.9527244960782778
Xavier-normal,COBYLA,68,0.94621871344355
Xavier-normal,COBYLA,69,0.9599572638243905
Xavier-normal,COBYLA,70,0.9687420694390894
Xavier-normal,COBYLA,71,0.9566108889784497
Xavier-normal,COBYLA,73,0.9642272891227829
Xavier-normal,COBYLA,72,0.9707117489452577
Xavier-normal,COBYLA,74,0.9450916617719293
Xavier-normal,COBYLA,76,0.9694918666135454
Xavier-normal,COBYLA,75,0.9629649012139323
Xavier-normal,COBYLA,77,0.9062299323402785
Xavier-normal,COBYLA,80,0.9820197117166349
Xavier-normal,COBYLA,78,0.9639775046210329
Xavier-normal,COBYLA,81,0.9827988876883261
Xavier-normal,COBYLA,82,0.9722605666632406
Xavier-normal,COBYLA,79,0.9157963503084321
Xavier-normal,COBYLA,83,0.964941302047967
Xavier-normal,COBYLA,84,0.9675450195478568
Xavier-normal,COBYLA,87,0.9613408596543281
Xavier-normal,COBYLA,86,0.9719418454146329
Xavier-normal,COBYLA,85,0.9589059913317222
Xavier-normal,COBYLA,88,0.9752947214414965
Xavier-normal,COBYLA,89,0.9675071133643592
Xavier-normal,COBYLA,90,0.9741436110844653
Xavier-normal,COBYLA,91,0.9542596040450969
Xavier-normal,COBYLA,92,0.9628932003869098
Xavier-normal,COBYLA,93,0.9751136732026998
Xavier-normal,COBYLA,94,0.9526175377971011
Xavier-normal,COBYLA,95,0.9738446598309254
Xavier-normal,COBYLA,96,0.9576875522734286
Xavier-normal,COBYLA,97,0.947289335440894
Xavier-normal,COBYLA,98,0.9736974242909633
Xavier-normal,COBYLA,99,0.9754409847416354
Xavier-normal,Powell,14,0.9999485432903733
Xavier-normal,Powell,16,0.9999530420389328
Xavier-normal,Powell,5,0.999960481727267
Xavier-normal,Powell,1,0.9999304485875499
Xavier-normal,Powell,18,0.999943193117027
Xavier-normal,Powell,15,0.9999491369813425
Xavier-normal,Powell,6,0.9999450269651701
Xavier-normal,Powell,0,0.9999420043720377
Xavier-normal,Powell,17,0.9999507903791792
Xavier-normal,Powell,19,0.9999470222821428
Xavier-normal,Powell,2,0.9999428348748123
Xavier-normal,Powell,12,0.9999577083569356
Xavier-normal,Powell,4,0.9999813724560689
Xavier-normal,Powell,3,0.99993665432804
Xavier-normal,Powell,10,0.9999580699925672
Xavier-normal,Powell,11,0.999947354456775
Xavier-normal,Powell,9,0.9999374843974975
Xavier-normal,Powell,7,0.9999418150360433
Xavier-normal,Powell,13,0.9999441155690482
Xavier-normal,Powell,8,0.9999481364657022
Xavier-normal,Powell,24,0.9999233454249723
Xavier-normal,Powell,21,0.9999447946092719
Xavier-normal,Powell,20,0.9999456623461052
Xavier-normal,Powell,22,0.9999116907221203
Xavier-normal,Powell,28,0.9999240050612
Xavier-normal,Powell,23,0.9999410232621495
Xavier-normal,Powell,30,0.9999588455664399
Xavier-normal,Powell,27,0.9999382507999586
Xavier-normal,Powell,32,0.99993831035699
Xavier-normal,Powell,35,0.9999161403639074
Xavier-normal,Powell,33,0.9999182773704943
Xavier-normal,Powell,34,0.9999345730296805
Xavier-normal,Powell,36,0.9999311665247671
Xavier-normal,Powell,29,0.9999314570334414
Xavier-normal,Powell,25,0.9999418862420555
Xavier-normal,Powell,31,0.9999124238434685
Xavier-normal,Powell,26,0.9999330980953164
Xavier-normal,Powell,39,0.999944422622137
Xavier-normal,Powell,38,0.9999414706171812
Xavier-normal,Powell,37,0.9999588262193198
Xavier-normal,Powell,41,0.9999515168276
Xavier-normal,Powell,42,0.9999726431592327
Xavier-normal,Powell,40,0.9999443302700407
Xavier-normal,Powell,46,0.9999549685346566
Xavier-normal,Powell,43,0.9999186089993275
Xavier-normal,Powell,51,0.9999082191526898
Xavier-normal,Powell,45,0.9999508683703021
Xavier-normal,Powell,44,0.999937387311381
Xavier-normal,Powell,55,0.9999415182754628
Xavier-normal,Powell,53,0.9999469170652869
Xavier-normal,Powell,47,0.9999751708138542
Xavier-normal,Powell,49,0.9999611188469385
Xavier-normal,Powell,50,0.9999671669367516
Xavier-normal,Powell,52,0.9999543600597313
Xavier-normal,Powell,57,0.9999718823196891
Xavier-normal,Powell,48,0.9998919731864532
Xavier-normal,Powell,54,0.9999206540887035
Xavier-normal,Powell,56,0.9999160459351579
Xavier-normal,Powell,60,0.9999453773928744
Xavier-normal,Powell,58,0.9999334540725568
Xavier-normal,Powell,62,0.9999247245671368
Xavier-normal,Powell,59,0.9999342412935892
Xavier-normal,Powell,63,0.9999628326549538
Xavier-normal,Powell,67,0.9999262017279774
Xavier-normal,Powell,66,0.9999421970458271
Xavier-normal,Powell,61,0.99997179724936
Xavier-normal,Powell,65,0.9998999222216712
Xavier-normal,Powell,70,0.9999308885597289
Xavier-normal,Powell,72,0.9999542040072626
Xavier-normal,Powell,74,0.9999601810041865
Xavier-normal,Powell,75,0.9999539706537122
Xavier-normal,Powell,69,0.999925269787995
Xavier-normal,Powell,64,0.9999598746986798
Xavier-normal,Powell,73,0.9999516090580789
Xavier-normal,Powell,71,0.9999576273416254
Xavier-normal,Powell,78,0.9999641061191598
Xavier-normal,Powell,76,0.9999626746131614
Xavier-normal,Powell,68,0.9999179725937885
Xavier-normal,Powell,77,0.9999488436102245
Xavier-normal,Powell,80,0.9999313481467902
Xavier-normal,Powell,81,0.9999784013698804
Xavier-normal,SPSA,0,0.7129946966782161
Xavier-normal,SPSA,1,0.7035860444626592
Xavier-normal,SPSA,2,0.713324901256569
Xavier-normal,Powell,86,0.9999087724209732
Xavier-normal,SPSA,3,0.7188144290430664
Xavier-normal,Powell,85,0.9999178460154062
Xavier-normal,SPSA,4,0.6850811884673145
Xavier-normal,SPSA,5,0.7067214583224118
Xavier-normal,Powell,84,0.9999623020109283
Xavier-normal,Powell,83,0.9999279664059637
Xavier-normal,Powell,79,0.9999621301789873
Xavier-normal,SPSA,8,0.6958286575572248
Xavier-normal,SPSA,6,0.6879258299865718
Xavier-normal,SPSA,7,0.6834468101409236
Xavier-normal,SPSA,9,0.6834453351677179
Xavier-normal,Powell,88,0.9999670243873062
Xavier-normal,SPSA,10,0.6887564165775831
Xavier-normal,SPSA,13,0.6963485317989685
Xavier-normal,SPSA,12,0.6828849998951185
Xavier-normal,SPSA,11,0.6976361625284845
Xavier-normal,SPSA,14,0.7525622266486968
Xavier-normal,SPSA,15,0.6811894495178226
Xavier-normal,SPSA,16,0.7054609888076717
Xavier-normal,Powell,91,0.9999378066139992
Xavier-normal,Powell,82,0.9999470561969283
Xavier-normal,Powell,92,0.9999464569976654
Xavier-normal,Powell,87,0.9999215777486664
Xavier-normal,SPSA,17,0.6755085548585988
Xavier-normal,SPSA,18,0.7197727733217044
Xavier-normal,SPSA,19,0.7095397058909989
Xavier-normal,SPSA,21,0.7040145445239684
Xavier-normal,SPSA,20,0.696070133334586
Xavier-normal,SPSA,22,0.6939394637018856
Xavier-normal,SPSA,23,0.7190666092764711
Xavier-normal,SPSA,28,0.6873165466239549
Xavier-normal,SPSA,24,0.6869594350654372
Xavier-normal,SPSA,36,0.6364550952722933
Xavier-normal,SPSA,25,0.7303704749303965
Xavier-normal,SPSA,26,0.7250635723871279
Xavier-normal,SPSA,27,0.6826125380846371
Xavier-normal,SPSA,33,0.6900223243241163
Xavier-normal,SPSA,40,0.703578779106968
Xavier-normal,SPSA,42,0.6694859020392008
Xavier-normal,SPSA,29,0.7038119487224765
Xavier-normal,SPSA,30,0.7160238548379169
Xavier-normal,Powell,89,0.9999224246382125
Xavier-normal,SPSA,31,0.6869973675544537
Xavier-normal,SPSA,41,0.6829364284448634
Xavier-normal,SPSA,32,0.6802027196949405
Xavier-normal,SPSA,34,0.7114918542079592
Xavier-normal,SPSA,35,0.695255245448403
Xavier-normal,SPSA,37,0.6924938762915475
Xavier-normal,SPSA,38,0.6867390551541142
Xavier-normal,SPSA,39,0.6908472153762617
Xavier-normal,Powell,90,0.9999026181679083
Xavier-normal,SPSA,53,0.7008725205239313
Xavier-normal,Powell,93,0.999925239156677
Xavier-normal,SPSA,44,0.7461890011637978
Xavier-normal,SPSA,43,0.7189970765173554
Xavier-normal,SPSA,46,0.6953013657139042
Xavier-normal,SPSA,45,0.7104887758025743
Xavier-normal,SPSA,47,0.7206656976141846
Xavier-normal,SPSA,51,0.6593762164708228
Xavier-normal,SPSA,48,0.674233200120261
Xavier-normal,SPSA,63,0.6528714982690298
Xavier-normal,SPSA,59,0.7058998719849484
Xavier-normal,SPSA,65,0.6510988412392522
Xavier-normal,SPSA,49,0.682412307031344
Xavier-normal,SPSA,50,0.6756954630224179
Xavier-normal,SPSA,62,0.7354583626686685
Xavier-normal,SPSA,66,0.6757827208519854
Xavier-normal,SPSA,52,0.6969604750019964
Xavier-normal,SPSA,54,0.7274143900432566
Xavier-normal,SPSA,64,0.6826617694132118
Xavier-normal,SPSA,55,0.7054221570471745
Xavier-normal,SPSA,56,0.6890375915772394
Xavier-normal,SPSA,58,0.7102156180660079
Xavier-normal,SPSA,57,0.7198326880847467
Xavier-normal,SPSA,60,0.6793940572528979
Xavier-normal,SPSA,76,0.64424226585055
Xavier-normal,SPSA,61,0.7027467926319636
Xavier-normal,Powell,94,0.9999721796692033
Xavier-normal,SPSA,73,0.6982928355751663
Xavier-normal,SPSA,74,0.7069884747125081
Xavier-normal,SPSA,67,0.7189318284809673
Xavier-normal,SPSA,70,0.6805776223792485
Xavier-normal,SPSA,69,0.6681696815998859
Xavier-normal,SPSA,71,0.6938819548497297
Xavier-normal,SPSA,68,0.6953467968583458
Xavier-normal,SPSA,72,0.6876789157023336
Xavier-normal,SPSA,78,0.6992807266031607
Xavier-normal,SPSA,75,0.7252071749608948
Xavier-normal,SPSA,77,0.7101633766407397
Xavier-normal,SPSA,79,0.6857871585789196
Xavier-normal,SPSA,84,0.6891659909593133
Xavier-normal,SPSA,80,0.6699131831943781
Xavier-normal,SPSA,81,0.7004143175713323
Xavier-normal,SPSA,82,0.7160339823154759
Xavier-normal,SPSA,92,0.6854996241945316
Xavier-normal,SPSA,90,0.7220173525974309
Xavier-normal,SPSA,83,0.7008580866388076
Xavier-normal,SPSA,85,0.6992260169025308
Xavier-normal,SPSA,86,0.7033154463534612
Xavier-normal,SPSA,87,0.7046979025472333
Xavier-normal,SPSA,88,0.6910844976787205
Xavier-normal,SPSA,89,0.6973984761412051
Xavier-normal,SPSA,91,0.7134992573963517
GMM,COBYLA,0,0.9971556213370113
GMM,COBYLA,1,0.9962064487186694
GMM,COBYLA,2,0.9599867437418121
GMM,COBYLA,3,0.9975849509312257
GMM,COBYLA,4,0.999244533443381
GMM,COBYLA,5,0.9959699929085933
Xavier-normal,SPSA,93,0.7424511833945762
Xavier-normal,SPSA,94,0.6971945580042903
Xavier-normal,SPSA,95,0.7124461628732847
Xavier-normal,SPSA,96,0.6933630569663122
GMM,COBYLA,7,0.9956096248910297
GMM,COBYLA,8,0.9994139660337916
Xavier-normal,SPSA,97,0.6786486871570662
GMM,COBYLA,6,0.995208705760605
GMM,COBYLA,9,0.9932704402947589
Xavier-normal,SPSA,98,0.6971765446694468
GMM,COBYLA,10,0.9969042782258519
Xavier-normal,SPSA,99,0.7042054103554442
GMM,COBYLA,11,0.9973700023299816
GMM,COBYLA,12,0.9947968776742078
GMM,COBYLA,13,0.9889928918600878
GMM,COBYLA,15,0.996173969056087
GMM,COBYLA,14,0.9953041934817817
GMM,COBYLA,16,0.979957500724257
GMM,COBYLA,17,0.9995157147832169
GMM,COBYLA,19,0.9991759908756375
GMM,COBYLA,18,0.9945299869635675
GMM,COBYLA,20,0.9990830925552853
GMM,COBYLA,22,0.9946758766538155
GMM,COBYLA,23,0.9936598650392308
GMM,COBYLA,24,0.9756371678430735
GMM,COBYLA,21,0.9490621738422637
Xavier-normal,Powell,98,0.9999241980670608
GMM,COBYLA,25,0.9895411089682915
GMM,COBYLA,26,0.9990624204098262
GMM,COBYLA,27,0.9987090539656064
GMM,COBYLA,28,0.9991215273308942
GMM,COBYLA,29,0.9899235839778285
GMM,COBYLA,30,0.9913984666817797
GMM,COBYLA,31,0.9780355698010453
GMM,COBYLA,32,0.9722586317344996
GMM,COBYLA,33,0.9949971747688762
GMM,COBYLA,34,0.9549328936054562
GMM,COBYLA,35,0.9877700465060686
GMM,COBYLA,36,0.9739230961019877
GMM,COBYLA,37,0.9817630207033432
GMM,COBYLA,38,0.9991323981383232
GMM,COBYLA,39,0.9989182744984866
GMM,COBYLA,40,0.9881884769918502
GMM,COBYLA,41,0.9981618195612485
GMM,COBYLA,42,0.9982697818156543
GMM,COBYLA,43,0.9975130822748618
GMM,COBYLA,44,0.9927469958575476
GMM,COBYLA,45,0.9837735233695075
GMM,COBYLA,46,0.9977545614680132
Xavier-normal,Powell,95,0.9999066629389727
GMM,COBYLA,47,0.9828396900108052
Xavier-normal,Powell,99,0.9999553336541034
GMM,COBYLA,48,0.9979555797062393
GMM,COBYLA,49,0.9949296854227566
GMM,COBYLA,50,0.9984535187634926
GMM,COBYLA,51,0.9932960183354117
GMM,COBYLA,53,0.9992764089935333
GMM,COBYLA,52,0.996221335784913
GMM,COBYLA,54,0.9758221889876051
GMM,COBYLA,56,0.9925001428700759
GMM,COBYLA,57,0.9958515553574914
GMM,COBYLA,58,0.9987441337773533
GMM,COBYLA,55,0.9949123313564472
GMM,COBYLA,59,0.9714579401547585
GMM,COBYLA,60,0.998678758147793
GMM,COBYLA,61,0.9924569992440716
GMM,COBYLA,62,0.9903205177017941
GMM,COBYLA,63,0.9981544130534094
GMM,COBYLA,64,0.9910754774695031
GMM,COBYLA,65,0.9984997084243935
GMM,COBYLA,66,0.9948734618271072
