metric,n,problem_seed,method,value
mean_squared_gradient,17,2,MBL,0.0755586031232057
mean_squared_gradient,17,2,Xavier-normal,0.019538339358224955
mean_squared_gradient,17,2,Xavier-uniform,0.02116987910806104
mean_squared_gradient,17,2,GMM,0.10071328242357881
mean_squared_gradient,17,2,uniform,3.907640690886581e-05
mean_squared_gradient,19,2,reduced-domain,0.06024065458465167
mean_squared_gradient,19,2,Gaussian,0.03492781634770274
mean_squared_gradient,19,2,small,7.074031509167441e-05
mean_squared_gradient,19,2,MBL,0.0614277204607308
mean_squared_gradient,19,2,Xavier-normal,0.02257939606377955
mean_squared_gradient,19,2,Xavier-uniform,0.01943708425083093
mean_squared_gradient,19,2,GMM,0.09832085104451284
mean_squared_gradient,19,2,uniform,1.1640014153494103e-05
mean_squared_gradient,3,3,reduced-domain,0.009658151695296371
mean_squared_gradient,3,3,Gaussian,0.005221945893729708
mean_squared_gradient,3,3,small,0.0006751670654302137
mean_squared_gradient,3,3,MBL,0.002133081467068116
mean_squared_gradient,3,3,Xavier-normal,0.00795256146105957
mean_squared_gradient,3,3,Xavier-uniform,0.0076610998823489745
mean_squared_gradient,3,3,GMM,0.006540516820991778
mean_squared_gradient,3,3,uniform,0.006269483494447149
mean_squared_gradient,5,3,reduced-domain,0.03259146048122408
mean_squared_gradient,5,3,Gaussian,0.023041940999304154
mean_squared_gradient,5,3,small,0.0007240154974748633
mean_squared_gradient,5,3,MBL,0.019273210463044227
mean_squared_gradient,5,3,Xavier-normal,0.02780685580547861
mean_squared_gradient,5,3,Xavier-uniform,0.027452038845108405
mean_squared_gradient,5,3,GMM,0.05659402274736707
mean_squared_gradient,5,3,uniform,0.027036029156493297
mean_squared_gradient,7,3,reduced-domain,0.04084948354216258
mean_squared_gradient,7,3,Gaussian,0.02618108388303736
mean_squared_gradient,7,3,small,0.00034622715532573145
mean_squared_gradient,7,3,MBL,0.030767033750630175
mean_squared_gradient,7,3,Xavier-normal,0.01971150981631535
mean_squared_gradient,7,3,Xavier-uniform,0.019567482701139883
mean_squared_gradient,7,3,GMM,0.03485368776671336
mean_squared_gradient,7,3,uniform,0.01020777569211796
mean_squared_gradient,9,3,reduced-domain,0.056325738692806784
mean_squared_gradient,9,3,Gaussian,0.03583419472409449
mean_squared_gradient,9,3,small,0.0003130371212990043
mean_squared_gradient,9,3,MBL,0.04852685718519409
mean_squared_gradient,9,3,Xavier-normal,0.015622993379840291
mean_squared_gradient,9,3,Xavier-uniform,0.01572756343081524
mean_squared_gradient,9,3,GMM,0.03910329291918527
mean_squared_gradient,9,3,uniform,0.003993926027857186
mean_squared_gradient,11,3,reduced-domain,0.14759617224446359
mean_squared_gradient,11,3,Gaussian,0.09235372563339762
mean_squared_gradient,11,3,small,0.0006538641958094164
mean_squared_gradient,11,3,MBL,0.11672916324193866
mean_squared_gradient,11,3,Xavier-normal,0.018105550616421433
mean_squared_gradient,11,3,Xavier-uniform,0.0166221714621175
mean_squared_gradient,11,3,GMM,0.04638300732225295
mean_squared_gradient,11,3,uniform,0.0010705893171731424
mean_squared_gradient,13,3,reduced-domain,0.04692050848678647
mean_squared_gradient,13,3,Gaussian,0.03139979035922293
mean_squared_gradient,13,3,small,0.0001418238847448266
mean_squared_gradient,13,3,MBL,0.0440156152294235
mean_squared_gradient,13,3,Xavier-normal,0.012359708320705163
mean_squared_gradient,13,3,Xavier-uniform,0.012506151288037948
mean_squared_gradient,13,3,GMM,0.048934243304524734
mean_squared_gradient,13,3,uniform,0.00046871982791653544
mean_squared_gradient,3,4,reduced-domain,0.007144561298348023
mean_squared_gradient,3,4,Gaussian,0.004279011605586581
mean_squared_gradient,3,4,small,0.0005718642796811057
mean_squared_gradient,3,4,MBL,0.0017838981949348214
mean_squared_gradient,3,4,Xavier-normal,0.0727437636093285
mean_squared_gradient,3,4,Xavier-uniform,0.07284906891151882
mean_squared_gradient,3,4,GMM,0.040941257090957195
mean_squared_gradient,3,4,uniform,0.07606616858393286
mean_squared_gradient,5,4,reduced-domain,0.0007887817620729911
mean_squared_gradient,5,4,Gaussian,0.00045217327416488626
mean_squared_gradient,5,4,small,1.3578728844733796e-05
mean_squared_gradient,5,4,MBL,0.00035985201491892127
mean_squared_gradient,5,4,Xavier-normal,0.018946439127742146
mean_squared_gradient,5,4,Xavier-uniform,0.019286420416734232
mean_squared_gradient,5,4,GMM,0.028559972211315544
mean_squared_gradient,5,4,uniform,0.015038389772056281
mean_squared_gradient,7,4,reduced-domain,0.05907335023619421
mean_squared_gradient,7,4,Gaussian,0.03767989120772529
mean_squared_gradient,7,4,small,0.0004978645773140641
mean_squared_gradient,7,4,MBL,0.044142622471128976
mean_squared_gradient,7,4,Xavier-normal,0.021541849336399858
mean_squared_gradient,7,4,Xavier-uniform,0.021584065672247625
mean_squared_gradient,7,4,GMM,0.04887339118747426
mean_squared_gradient,7,4,uniform,0.012678330789504689
mean_squared_gradient,9,4,reduced-domain,0.018377837383590858
mean_squared_gradient,9,4,Gaussian,0.011285500677824885
mean_squared_gradient,9,4,small,9.829645853676185e-05
mean_squared_gradient,9,4,MBL,0.01522846839241183
mean_squared_gradient,9,4,Xavier-normal,0.010647558887774558
mean_squared_gradient,9,4,Xavier-uniform,0.010211800213299527
mean_squared_gradient,9,4,GMM,0.036983208658871516
mean_squared_gradient,9,4,uniform,0.0035464740676573363
mean_squared_gradient,11,4,reduced-domain,0.031553410191281814
mean_squared_gradient,11,4,Gaussian,0.019377930970926716
mean_squared_gradient,11,4,small,0.00013538469496580892
mean_squared_gradient,11,4,MBL,0.024544263069650796
mean_squared_gradient,11,4,Xavier-normal,0.011129282291967378
mean_squared_gradient,11,4,Xavier-uniform,0.010175552764244172
mean_squared_gradient,11,4,GMM,0.05052027598142034
mean_squared_gradient,11,4,uniform,0.0009825645168825938
mean_squared_gradient,13,4,reduced-domain,0.01869116616381367
mean_squared_gradient,13,4,Gaussian,0.012566915811472368
mean_squared_gradient,13,4,small,5.5450349181824554e-05
mean_squared_gradient,13,4,MBL,0.016819714496557992
mean_squared_gradient,13,4,Xavier-normal,0.011248303667666904
mean_squared_gradient,13,4,Xavier-uniform,0.012873615010416107
mean_squared_gradient,13,4,GMM,0.05082880381779083
mean_squared_gradient,13,4,uniform,0.00036738291662893413
mean_squared_gradient,15,4,reduced-domain,0.03165602041843505
mean_squared_gradient,15,4,Gaussian,0.02225206000883027
mean_squared_gradient,15,4,small,8.528447969173514e-05
mean_squared_gradient,15,4,MBL,0.03321974013167005
mean_squared_gradient,15,4,Xavier-normal,0.019210280719603963
mean_squared_gradient,15,4,Xavier-uniform,0.019577243525381278
mean_squared_gradient,15,4,GMM,0.05198065132185868
mean_squared_gradient,15,4,uniform,0.00011723716942915066
mean_squared_gradient,17,4,reduced-domain,0.03458690389023494
mean_squared_gradient,17,4,Gaussian,0.0217521548697555
mean_squared_gradient,17,4,small,6.2250811959571e-05
mean_squared_gradient,17,4,MBL,0.033711112177622383
mean_squared_gradient,17,4,Xavier-normal,0.01135542326708432
mean_squared_gradient,17,4,Xavier-uniform,0.010854446527586468
mean_squared_gradient,17,4,GMM,0.039340341879899834
mean_squared_gradient,17,4,uniform,2.7052031737986176e-05
mean_squared_gradient,19,4,reduced-domain,0.0017334266901922728
mean_squared_gradient,19,4,Gaussian,0.0007727984258707868
mean_squared_gradient,19,4,small,1.3606063489146729e-06
mean_squared_gradient,19,4,MBL,0.001964153480516227
mean_squared_gradient,19,4,Xavier-normal,0.01237950352600036
mean_squared_gradient,19,4,Xavier-uniform,0.011326078329747314
mean_squared_gradient,19,4,GMM,0.048391178075725606
mean_squared_gradient,19,4,uniform,1.0156619747200547e-05
mean_squared_gradient,3,5,reduced-domain,0.13091268840052175
mean_squared_gradient,3,5,Gaussian,0.07788502385123136
mean_squared_gradient,3,5,small,0.010376789736181434
mean_squared_gradient,3,5,MBL,0.0324591435464493
mean_squared_gradient,3,5,Xavier-normal,0.18546489495878052
mean_squared_gradient,3,5,Xavier-uniform,0.17734913926126863
mean_squared_gradient,3,5,GMM,0.18546583834965719
mean_squared_gradient,3,5,uniform,0.1778522931928846
mean_squared_gradient,5,5,reduced-domain,0.04849020758444934
mean_squared_gradient,5,5,Gaussian,0.035027895911822954
mean_squared_gradient,5,5,small,0.0010742880793010723
mean_squared_gradient,5,5,MBL,0.02883316038763581
mean_squared_gradient,5,5,Xavier-normal,0.04352734403209847
mean_squared_gradient,5,5,Xavier-uniform,0.04262536816471896
mean_squared_gradient,5,5,GMM,0.08969127388819978
mean_squared_gradient,5,5,uniform,0.031481826166249234
mean_squared_gradient,7,5,reduced-domain,0.06938784842506635
mean_squared_gradient,7,5,Gaussian,0.043531832246483264
mean_squared_gradient,7,5,small,0.0005727774779387954
mean_squared_gradient,7,5,MBL,0.051640744877217044
mean_squared_gradient,7,5,Xavier-normal,0.037872957839833805
mean_squared_gradient,7,5,Xavier-uniform,0.03203097808987576
mean_squared_gradient,7,5,GMM,0.0907094275613409
mean_squared_gradient,7,5,uniform,0.009956416945164186
mean_squared_gradient,9,5,reduced-domain,0.03963091305863817
mean_squared_gradient,9,5,Gaussian,0.02422001698536552
mean_squared_gradient,9,5,small,0.00021032502065887893
mean_squared_gradient,9,5,MBL,0.033009996632785206
mean_squared_gradient,9,5,Xavier-normal,0.02392418953125249
mean_squared_gradient,9,5,Xavier-uniform,0.0220511399073919
mean_squared_gradient,9,5,GMM,0.0753170414589425
mean_squared_gradient,9,5,uniform,0.0034102970821606187
mean_squared_gradient,11,5,reduced-domain,0.005028852264201472
mean_squared_gradient,11,5,Gaussian,0.0024227590476202264
mean_squared_gradient,11,5,small,1.595387443431986e-05
mean_squared_gradient,11,5,MBL,0.003417473550252808
mean_squared_gradient,11,5,Xavier-normal,0.02493038960540474
mean_squared_gradient,11,5,Xavier-uniform,0.022042556582030016
mean_squared_gradient,11,5,GMM,0.07875541648946446
mean_squared_gradient,11,5,uniform,0.0010205199346268784
mean_squared_gradient,13,5,reduced-domain,0.0008999721698891934
mean_squared_gradient,13,5,Gaussian,0.00025154951318822624
mean_squared_gradient,13,5,small,3.712542694288593e-07
mean_squared_gradient,13,5,MBL,0.000985854944698538
mean_squared_gradient,13,5,Xavier-normal,0.02076353992808246
mean_squared_gradient,13,5,Xavier-uniform,0.020673757243802167
mean_squared_gradient,13,5,GMM,0.07043526950606424
mean_squared_gradient,13,5,uniform,0.0003829095285892357
mean_squared_gradient,15,5,reduced-domain,0.005850465971279688
mean_squared_gradient,15,5,Gaussian,0.003131341317364642
mean_squared_gradient,15,5,small,1.1227176498567808e-05
mean_squared_gradient,15,5,MBL,0.005868748702157354
mean_squared_gradient,15,5,Xavier-normal,0.027096256748519995
mean_squared_gradient,15,5,Xavier-uniform,0.022497907656772058
mean_squared_gradient,15,5,GMM,0.07665818796119732
mean_squared_gradient,15,5,uniform,0.00011988585761302757
mean_squared_gradient,17,5,reduced-domain,0.00225501785409259
mean_squared_gradient,17,5,Gaussian,0.0007811638080674543
mean_squared_gradient,17,5,small,1.7598792561362872e-06
mean_squared_gradient,17,5,MBL,0.002425396394297131
mean_squared_gradient,17,5,Xavier-normal,0.01941600672976638
mean_squared_gradient,17,5,Xavier-uniform,0.01879760732205611
mean_squared_gradient,17,5,GMM,0.08228166803049822
mean_squared_gradient,17,5,uniform,2.8235288638373205e-05
mean_squared_gradient,19,5,reduced-domain,0.0012135769378520255
mean_squared_gradient,19,5,Gaussian,0.000272730881341911
mean_squared_gradient,19,5,small,7.58440853302173e-08
mean_squared_gradient,19,5,MBL,0.0020037939874929683
mean_squared_gradient,19,5,Xavier-normal,0.020024323513693786
mean_squared_gradient,19,5,Xavier-uniform,0.018541013068231325
mean_squared_gradient,19,5,GMM,0.08131229105852421
mean_squared_gradient,19,5,uniform,9.312402713978572e-06
